-182.513, 64.695, 3.202,  7.606
-182.508, 64.591, 3.127,  7.639
-182.502, 64.490, 3.046,  7.672
-182.497, 64.392, 2.948,  7.705
-182.492, 64.297, 2.866,  7.738
-182.488, 64.203, 2.809,  7.771
-182.483, 64.111, 2.786,  7.804
-182.478, 64.018, 2.804,  7.837
-182.473, 63.923, 2.860,  7.870
-182.467, 63.825, 2.943,  7.903
-182.462, 63.724, 3.045,  7.936
-182.456, 63.619, 3.161,  7.969
-182.451, 63.509, 3.282,  8.002
-182.445, 63.396, 3.389,  8.035
-182.440, 63.281, 3.460,  8.068
-182.434, 63.165, 3.486,  8.101
-182.428, 63.049, 3.476,  8.134
-182.422, 62.934, 3.439,  8.167
-182.417, 62.822, 3.384,  8.200
-182.411, 62.711, 3.315,  8.233
-182.406, 62.604, 3.237,  8.266
-182.401, 62.499, 3.145,  8.299
-182.396, 62.397, 3.064,  8.332
-182.391, 62.298, 3.007,  8.365
-182.387, 62.199, 2.982,  8.398
-182.382, 62.099, 2.997,  8.431
-182.377, 61.998, 3.049,  8.464
-182.372, 61.894, 3.129,  8.497
-182.367, 61.786, 3.229,  8.530
-182.362, 61.675, 3.343,  8.563
-182.356, 61.560, 3.463,  8.596
-182.351, 61.441, 3.572,  8.629
-182.345, 61.319, 3.652,  8.662
-182.340, 61.196, 3.689,  8.695
-182.334, 61.073, 3.685,  8.728
-182.329, 60.952, 3.651,  8.761
-182.323, 60.832, 3.596,  8.794
-182.318, 60.715, 3.526,  8.827
-182.313, 60.600, 3.445,  8.860
-182.308, 60.489, 3.352,  8.893
-182.303, 60.380, 3.269,  8.926
-182.298, 60.273, 3.208,  8.959
-182.294, 60.168, 3.178,  8.992
-182.289, 60.062, 3.188,  9.025
-182.285, 59.954, 3.237,  9.058
-182.280, 59.844, 3.313,  9.091
-182.275, 59.731, 3.409,  9.124
-182.270, 59.614, 3.520,  9.157
-182.265, 59.492, 3.642,  9.190
-182.260, 59.367, 3.766,  9.223
-182.255, 59.238, 3.875,  9.256
-182.249, 59.106, 3.949,  9.289
-182.244, 58.974, 3.977,  9.322
-182.238, 58.841, 3.965,  9.355
-182.233, 58.711, 3.923,  9.388
-182.228, 58.582, 3.860,  9.421
-182.223, 58.457, 3.782,  9.454
-182.218, 58.334, 3.693,  9.487
-182.213, 58.214, 3.595,  9.520
-182.209, 58.098, 3.507,  9.553
-182.204, 57.983, 3.439,  9.586
-182.200, 57.870, 3.403,  9.619
-182.196, 57.757, 3.406,  9.652
-182.191, 57.643, 3.448,  9.685
-182.187, 57.526, 3.520,  9.718
-182.182, 57.405, 3.611,  9.751
-182.177, 57.281, 3.718,  9.784
-182.173, 57.154, 3.835,  9.817
-182.168, 57.022, 3.956,  9.850
-182.163, 56.887, 4.061,  9.883
-182.158, 56.749, 4.133,  9.916
-182.153, 56.610, 4.159,  9.949
-182.148, 56.472, 4.144,  9.982
-182.143, 56.335, 4.099, 10.015
-182.138, 56.201, 4.033, 10.048
-182.133, 56.070, 3.950, 10.081
-182.129, 55.941, 3.856, 10.114
-182.124, 55.816, 3.756, 10.147
-182.120, 55.694, 3.665, 10.180
-182.116, 55.575, 3.593, 10.213
-182.112, 55.457, 3.553, 10.246
-182.108, 55.339, 3.552, 10.279
-182.103, 55.219, 3.590, 10.312
-182.099, 55.098, 3.658, 10.345
-182.095, 54.973, 3.747, 10.378
-182.091, 54.845, 3.850, 10.411
-182.087, 54.713, 3.965, 10.444
-182.082, 54.576, 4.088, 10.477
-182.077, 54.436, 4.213, 10.510
-182.073, 54.292, 4.321, 10.543
-182.068, 54.146, 4.396, 10.576
-182.063, 53.998, 4.425, 10.609
-182.058, 53.851, 4.411, 10.642
-182.054, 53.706, 4.367, 10.675
-182.049, 53.562, 4.299, 10.708
-182.045, 53.422, 4.214, 10.741
-182.040, 53.285, 4.115, 10.774
-182.036, 53.152, 4.012, 10.807
-182.032, 53.022, 3.916, 10.840
-182.028, 52.894, 3.840, 10.873
-182.025, 52.768, 3.793, 10.906
-182.021, 52.642, 3.785, 10.939
-182.017, 52.515, 3.818, 10.972
-182.013, 52.386, 3.880, 11.005
-182.009, 52.254, 3.963, 11.038
-182.005, 52.119, 4.062, 11.071
-182.001, 51.980, 4.172, 11.104
-181.997, 51.837, 4.291, 11.137
-181.993, 51.689, 4.417, 11.170
-181.989, 51.538, 4.543, 11.203
-181.984, 51.383, 4.653, 11.236
-181.980, 51.225, 4.729, 11.269
-181.975, 51.067, 4.758, 11.302
-181.971, 50.909, 4.745, 11.335
-181.966, 50.752, 4.699, 11.368
-181.962, 50.598, 4.629, 11.401
-181.958, 50.447, 4.541, 11.434
-181.954, 50.299, 4.439, 11.467
-181.950, 50.155, 4.331, 11.500
-181.946, 50.015, 4.230, 11.533
-181.942, 49.877, 4.146, 11.566
-181.939, 49.741, 4.091, 11.599
-181.935, 49.605, 4.075, 11.632
-181.932, 49.469, 4.100, 11.665
-181.928, 49.330, 4.155, 11.698
-181.925, 49.190, 4.231, 11.731
-181.921, 49.045, 4.323, 11.764
-181.917, 48.898, 4.428, 11.797
-181.913, 48.747, 4.542, 11.830
-181.910, 48.591, 4.662, 11.863
-181.906, 48.432, 4.785, 11.896
-181.902, 48.269, 4.895, 11.929
-181.898, 48.103, 4.978, 11.962
-181.893, 47.935, 5.021, 11.995
-181.889, 47.768, 5.018, 12.028
-181.885, 47.602, 4.979, 12.061
-181.881, 47.439, 4.911, 12.094
-181.878, 47.278, 4.824, 12.127
-181.874, 47.121, 4.724, 12.160
-181.870, 46.967, 4.620, 12.193
-181.867, 46.817, 4.524, 12.226
-181.863, 46.669, 4.447, 12.259
-181.860, 46.523, 4.401, 12.292
-181.857, 46.376, 4.394, 12.325
-181.854, 46.229, 4.424, 12.358
-181.850, 46.080, 4.481, 12.391
-181.847, 45.928, 4.557, 12.424
-181.843, 45.773, 4.648, 12.457
-181.840, 45.615, 4.751, 12.490
-181.836, 45.453, 4.862, 12.523
-181.833, 45.287, 4.980, 12.556
-181.829, 45.117, 5.104, 12.589
-181.826, 44.943, 5.228, 12.622
-181.822, 44.765, 5.338, 12.655
-181.818, 44.585, 5.416, 12.688
-181.814, 44.403, 5.446, 12.721
-181.810, 44.222, 5.433, 12.754
-181.807, 44.043, 5.386, 12.787
-181.803, 43.866, 5.318, 12.820
-181.800, 43.692, 5.234, 12.853
-181.796, 43.521, 5.138, 12.886
-181.793, 43.354, 5.032, 12.919
-181.790, 43.190, 4.920, 12.952
-181.787, 43.030, 4.815, 12.985
-181.784, 42.872, 4.738, 13.018
-181.781, 42.716, 4.699, 13.051
-181.778, 42.559, 4.701, 13.084
-181.774, 42.402, 4.736, 13.117
-181.772, 42.242, 4.794, 13.150
-181.769, 42.079, 4.871, 13.183
-181.766, 41.914, 4.962, 13.216
-181.762, 41.745, 5.062, 13.249
-181.759, 41.573, 5.171, 13.282
-181.756, 41.396, 5.286, 13.315
-181.753, 41.216, 5.407, 13.348
-181.750, 41.032, 5.530, 13.381
-181.746, 40.844, 5.638, 13.414
-181.743, 40.654, 5.714, 13.447
-181.740, 40.463, 5.743, 13.480
-181.736, 40.272, 5.727, 13.513
-181.733, 40.083, 5.677, 13.546
-181.730, 39.897, 5.600, 13.579
-181.727, 39.713, 5.504, 13.612
-181.724, 39.534, 5.398, 13.645
-181.721, 39.358, 5.298, 13.678
-181.718, 39.185, 5.208, 13.711
-181.715, 39.014, 5.135, 13.744
-181.712, 38.845, 5.080, 13.777
-181.710, 38.677, 5.045, 13.810
-181.707, 38.509, 5.029, 13.843
-181.704, 38.341, 5.032, 13.876
-181.701, 38.173, 5.053, 13.909
-181.699, 38.003, 5.094, 13.942
-181.696, 37.831, 5.153, 13.975
-181.693, 37.657, 5.233, 14.008
-181.691, 37.479, 5.333, 14.041
-181.688, 37.297, 5.459, 14.074
-181.685, 37.110, 5.609, 14.107
-181.682, 36.918, 5.762, 14.140
-181.679, 36.721, 5.914, 14.173
-181.676, 36.519, 6.063, 14.206
-181.673, 36.313, 6.195, 14.239
-181.670, 36.104, 6.294, 14.272
-181.667, 35.892, 6.344, 14.305
-181.664, 35.681, 6.346, 14.338
-181.661, 35.471, 6.309, 14.371
-181.658, 35.264, 6.240, 14.404
-181.655, 35.059, 6.148, 14.437
-181.652, 34.858, 6.037, 14.470
-181.649, 34.662, 5.914, 14.503
-181.647, 34.469, 5.790, 14.536
-181.644, 34.280, 5.678, 14.569
-181.641, 34.094, 5.588, 14.602
-181.639, 33.910, 5.530, 14.635
-181.636, 33.726, 5.510, 14.668
-181.634, 33.543, 5.508, 14.701
-181.632, 33.359, 5.513, 14.734
-181.629, 33.174, 5.529, 14.767
-181.627, 32.989, 5.561, 14.800
-181.625, 32.802, 5.611, 14.833
-181.622, 32.612, 5.679, 14.866
-181.620, 32.420, 5.766, 14.899
-181.617, 32.224, 5.878, 14.932
-181.615, 32.024, 6.012, 14.965
-181.612, 31.819, 6.153, 14.998
-181.610, 31.609, 6.294, 15.031
-181.607, 31.395, 6.435, 15.064
-181.605, 31.176, 6.574, 15.097
-181.602, 30.953, 6.696, 15.130
-181.599, 30.727, 6.786, 15.163
-181.597, 30.500, 6.828, 15.196
-181.594, 30.273, 6.822, 15.229
-181.592, 30.047, 6.778, 15.262
-181.589, 29.824, 6.703, 15.295
-181.587, 29.605, 6.604, 15.328
-181.584, 29.389, 6.487, 15.361
-181.582, 29.177, 6.357, 15.394
-181.580, 28.970, 6.226, 15.427
-181.577, 28.767, 6.105, 15.460
-181.575, 28.567, 6.005, 15.493
-181.573, 28.369, 5.935, 15.526
-181.571, 28.172, 5.904, 15.559
-181.569, 27.976, 5.907, 15.592
-181.567, 27.778, 5.936, 15.625
-181.565, 27.578, 5.985, 15.658
-181.563, 27.376, 6.049, 15.691
-181.561, 27.172, 6.126, 15.724
-181.559, 26.964, 6.214, 15.757
-181.556, 26.754, 6.311, 15.790
-181.554, 26.540, 6.415, 15.823
-181.552, 26.323, 6.525, 15.856
-181.550, 26.101, 6.639, 15.889
-181.548, 25.876, 6.756, 15.922
-181.545, 25.648, 6.876, 15.955
-181.543, 25.415, 6.999, 15.988
-181.541, 25.178, 7.120, 16.021
-181.539, 24.937, 7.227, 16.054
-181.536, 24.694, 7.302, 16.087
-181.534, 24.450, 7.329, 16.120
-181.532, 24.207, 7.310, 16.153
-181.529, 23.965, 7.255, 16.186
-181.527, 23.727, 7.170, 16.219
-181.525, 23.491, 7.066, 16.252
-181.523, 23.260, 6.953, 16.285
-181.521, 23.032, 6.845, 16.318
-181.519, 22.808, 6.753, 16.351
-181.517, 22.585, 6.686, 16.384
-181.515, 22.364, 6.653, 16.417
-181.513, 22.142, 6.651, 16.450
-181.511, 21.920, 6.673, 16.483
-181.509, 21.696, 6.715, 16.516
-181.507, 21.470, 6.773, 16.549
-181.506, 21.242, 6.842, 16.582
-181.504, 21.011, 6.922, 16.615
-181.502, 20.777, 7.011, 16.648
-181.500, 20.540, 7.105, 16.681
-181.498, 20.300, 7.206, 16.714
-181.496, 20.057, 7.311, 16.747
-181.494, 19.810, 7.420, 16.780
-181.492, 19.559, 7.532, 16.813
-181.490, 19.304, 7.646, 16.846
-181.488, 19.046, 7.760, 16.879
-181.485, 18.785, 7.860, 16.912
-181.483, 18.521, 7.928, 16.945
-181.481, 18.256, 7.948, 16.978
-181.479, 17.992, 7.923, 17.011
-181.477, 17.730, 7.862, 17.044
-181.475, 17.471, 7.772, 17.077
-181.473, 17.216, 7.661, 17.110
-181.472, 16.965, 7.542, 17.143
-181.470, 16.718, 7.426, 17.176
-181.468, 16.475, 7.324, 17.209
-181.466, 16.233, 7.246, 17.242
-181.464, 15.993, 7.200, 17.275
-181.463, 15.754, 7.184, 17.308
-181.461, 15.514, 7.194, 17.341
-181.459, 15.273, 7.224, 17.374
-181.458, 15.031, 7.271, 17.407
-181.456, 14.786, 7.330, 17.440
-181.454, 14.540, 7.400, 17.473
-181.452, 14.290, 7.480, 17.506
-181.451, 14.038, 7.566, 17.539
-181.449, 13.783, 7.659, 17.572
-181.447, 13.524, 7.757, 17.605
-181.446, 13.262, 7.859, 17.638
-181.444, 12.997, 7.964, 17.671
-181.442, 12.728, 8.072, 17.704
-181.440, 12.456, 8.183, 17.737
-181.438, 12.180, 8.296, 17.770
-181.437, 11.900, 8.410, 17.803
-181.435, 11.616, 8.523, 17.836
-181.433, 11.329, 8.621, 17.869
-181.431, 11.040, 8.688, 17.902
-181.429, 10.750, 8.707, 17.935
-181.427, 10.461, 8.681, 17.968
-181.426, 10.174, 8.617, 18.001
-181.424, 9.891, 8.524, 18.034
-181.422, 9.611, 8.409, 18.067
-181.421, 9.335, 8.284, 18.100
-181.419, 9.063, 8.161, 18.133
-181.417, 8.795, 8.050, 18.166
-181.416, 8.530, 7.961, 18.199
-181.414, 8.267, 7.902, 18.232
-181.413, 8.005, 7.872, 18.265
-181.411, 7.742, 7.866, 18.298
-181.410, 7.480, 7.882, 18.331
-181.408, 7.216, 7.915, 18.364
-181.406, 6.950, 7.963, 18.397
-181.405, 6.682, 8.021, 18.430
-181.403, 6.413, 8.090, 18.463
-181.402, 6.140, 8.166, 18.496
-181.400, 5.865, 8.249, 18.529
-181.399, 5.587, 8.337, 18.562
-181.397, 5.306, 8.430, 18.595
-181.396, 5.022, 8.528, 18.628
-181.394, 4.735, 8.628, 18.661
-181.392, 4.444, 8.731, 18.694
-181.391, 4.150, 8.836, 18.727
-181.389, 3.852, 8.944, 18.760
-181.388, 3.551, 9.053, 18.793
-181.386, 3.246, 9.163, 18.826
-181.384, 2.937, 9.274, 18.859
-181.383, 2.625, 9.384, 18.892
-181.381, 2.310, 9.478, 18.925
-181.379, 1.992, 9.542, 18.958
-181.378, 1.674, 9.558, 18.991
-181.376, 1.356, 9.528, 19.024
-181.374, 1.042, 9.460, 19.057
-181.373, 0.730, 9.362, 19.090
-181.371, 0.422, 9.242, 19.123
-181.369, 0.119, 9.111, 19.156
-181.368, -0.180, 8.980, 19.189
-181.366, -0.475, 8.860, 19.222
-181.365, -0.767, 8.759, 19.255
-181.363, -1.056, 8.687, 19.288
-181.362, -1.344, 8.641, 19.321
-181.361, -1.632, 8.620, 19.354
-181.359, -1.919, 8.620, 19.387
-181.358, -2.207, 8.638, 19.420
-181.356, -2.496, 8.671, 19.453
-181.355, -2.787, 8.717, 19.486
-181.353, -3.080, 8.773, 19.519
-181.352, -3.375, 8.837, 19.552
-181.350, -3.672, 8.909, 19.585
-181.349, -3.971, 8.987, 19.618
-181.347, -4.274, 9.071, 19.651
-181.346, -4.579, 9.158, 19.684
-181.344, -4.887, 9.250, 19.717
-181.343, -5.199, 9.344, 19.750
-181.341, -5.513, 9.442, 19.783
-181.340, -5.831, 9.541, 19.816
-181.338, -6.152, 9.643, 19.849
-181.337, -6.476, 9.746, 19.882
-181.335, -6.804, 9.850, 19.915
-181.334, -7.136, 9.955, 19.948
-181.332, -7.470, 10.062, 19.981
-181.330, -7.809, 10.169, 20.014
-181.329, -8.151, 10.276, 20.047
-181.327, -8.496, 10.384, 20.080
-181.325, -8.845, 10.490, 20.113
-181.324, -9.197, 10.585, 20.146
-181.322, -9.552, 10.654, 20.179
-181.320, -9.908, 10.681, 20.212
-181.319, -10.263, 10.660, 20.245
-181.317, -10.616, 10.598, 20.278
-181.315, -10.965, 10.506, 20.311
-181.314, -11.311, 10.397, 20.344
-181.312, -11.654, 10.282, 20.377
-181.311, -11.992, 10.173, 20.410
-181.309, -12.328, 10.078, 20.443
-181.307, -12.661, 10.008, 20.476
-181.306, -12.993, 9.959, 20.509
-181.304, -13.324, 9.932, 20.542
-181.303, -13.655, 9.923, 20.575
-181.301, -13.986, 9.931, 20.608
-181.300, -14.318, 9.952, 20.641
-181.298, -14.651, 9.985, 20.674
-181.297, -14.985, 10.029, 20.707
-181.295, -15.321, 10.080, 20.740
-181.293, -15.659, 10.139, 20.773
-181.292, -15.999, 10.204, 20.806
-181.290, -16.342, 10.274, 20.839
-181.289, -16.687, 10.349, 20.872
-181.287, -17.034, 10.428, 20.905
-181.285, -17.384, 10.511, 20.938
-181.284, -17.737, 10.596, 20.971
-181.282, -18.093, 10.684, 21.004
-181.281, -18.452, 10.774, 21.037
-181.279, -18.814, 10.866, 21.070
-181.277, -19.179, 10.959, 21.103
-181.275, -19.547, 11.055, 21.136
-181.274, -19.918, 11.151, 21.169
-181.272, -20.293, 11.249, 21.202
-181.270, -20.670, 11.348, 21.235
-181.269, -21.051, 11.447, 21.268
-181.267, -21.436, 11.547, 21.301
-181.265, -21.823, 11.648, 21.334
-181.263, -22.214, 11.750, 21.367
-181.261, -22.609, 11.852, 21.400
-181.259, -23.007, 11.953, 21.433
-181.258, -23.407, 12.038, 21.466
-181.256, -23.810, 12.092, 21.499
-181.254, -24.213, 12.099, 21.532
-181.252, -24.614, 12.059, 21.565
-181.250, -25.013, 11.981, 21.598
-181.248, -25.409, 11.874, 21.631
-181.246, -25.800, 11.750, 21.664
-181.244, -26.187, 11.620, 21.697
-181.243, -26.570, 11.494, 21.730
-181.241, -26.949, 11.381, 21.763
-181.239, -27.325, 11.290, 21.796
-181.237, -27.699, 11.219, 21.829
-181.236, -28.071, 11.168, 21.862
-181.234, -28.442, 11.135, 21.895
-181.232, -28.813, 11.119, 21.928
-181.230, -29.184, 11.118, 21.961
-181.229, -29.555, 11.130, 21.994
-181.227, -29.927, 11.153, 22.027
-181.225, -30.300, 11.185, 22.060
-181.223, -30.675, 11.226, 22.093
-181.221, -31.051, 11.274, 22.126
-181.220, -31.428, 11.328, 22.159
-181.218, -31.808, 11.387, 22.192
-181.216, -32.190, 11.452, 22.225
-181.214, -32.574, 11.520, 22.258
-181.212, -32.960, 11.593, 22.291
-181.210, -33.349, 11.668, 22.324
-181.208, -33.740, 11.747, 22.357
-181.206, -34.134, 11.829, 22.390
-181.205, -34.531, 11.912, 22.423
-181.203, -34.931, 11.998, 22.456
-181.201, -35.333, 12.086, 22.489
-181.199, -35.739, 12.175, 22.522
-181.197, -36.147, 12.266, 22.555
-181.195, -36.559, 12.358, 22.588
-181.193, -36.973, 12.451, 22.621
-181.191, -37.391, 12.545, 22.654
-181.188, -37.812, 12.640, 22.687
-181.186, -38.236, 12.736, 22.720
-181.184, -38.663, 12.832, 22.753
-181.182, -39.093, 12.929, 22.786
-181.180, -39.527, 13.027, 22.819
-181.178, -39.964, 13.125, 22.852
-181.175, -40.404, 13.223, 22.885
-181.173, -40.847, 13.322, 22.918
-181.171, -41.294, 13.421, 22.951
-181.169, -41.744, 13.520, 22.984
-181.166, -42.197, 13.619, 23.017
